"strain"	"isotype"	"latitude"	"longitude"	"substrate"	"tbb-1_high_impact_SNV"	"ben-1_high_impact_SNV"	"tbb-2_high_impact_SNV"	"tbb-4_high_impact_SNV"	"mec-7_high_impact_SNV"	"tbb-1_SVs"	"tbb-1_SV_ids"	"ben-1_SVs"	"ben-1_SV_ids"	"tbb-2_SVs"	"tbb-2_SV_ids"	"tbb-4_SVs"	"tbb-4_SV_ids"	"mec-7_SVs"	"mec-7_SV_ids"	"tbb-1_var"	"ben-1_var"	"tbb-2_var"	"tbb-4_var"	"mec-7_var"	"tbb-1_clean_call"	"tbb-2_clean_call"	"ben-1_clean_call"	"mec-7_clean_call"	"tbb-4_clean_call"
"NIC865"	"NIC865"	23.72717	120.76673	"Rotting_stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC871"	"NIC871"	25.16734	121.55651	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC883"	"NIC883"	23.67108	120.8	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC889"	"NIC889"	23.81433	120.85649	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC893"	"NIC893"	22.00932	121.57214	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC897"	"NIC897"	22.01967	121.57357	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC899"	"NIC899"	35.661062	139.684827	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC901"	"NIC901"	-22.222833	166.485438	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC911"	"NIC911"	4.03721	-52.67052	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC96"	"NIC96"	4.08747	-52.67394	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	"missense_N165S"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"missense_N165S | NA"	"No variant"	"No variant"	"No variant"	"Missense"	"No variant"
"NIC984"	"NIC984"	4.03746	-52.67236	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC985"	"NIC985"	4.03726	-52.67243	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"PB857"	"PB857"	39.784	84.0554	"Mollusk"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"PE887"	"PE887"	57.131806	-2.10514	"Vegetal_litter/mix"	NA	"stop_gained_W21*"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"stop_gained_W21* | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"Stop/start altering"	"No variant"	"No variant"
"QG1005"	"QG1005"	9.170573	-79.84316	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG1007"	"QG1007"	9.164456	-79.844623	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG1111"	"QG1111"	9.16835	-79.839279	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG1126"	"QG1126"	9.16835	-79.839279	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG1141"	"QG1141"	9.160449	-79.840373	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG1155"	"QG1155"	9.160449	-79.840373	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG130"	"QG130"	22.2202	-159.5829	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG132"	"QG132"	22.0804	-159.4124	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG133"	"QG133"	22.2065	-159.4978	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2641"	"QG2641"	9.153933333	-79.83166667	"Bait"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2648"	"QG2648"	9.153933333	-79.83166667	"Bait"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2659"	"QG2659"	9.153933333	-79.83166667	"Bait"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2663"	"QG2663"	9.153933333	-79.83166667	"Bait"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2665"	"QG2665"	9.153933333	-79.83166667	"Bait"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2683"	"QG2683"	9.153933333	-79.83166667	"Bait"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2736"	"QG2736"	9.1598	-79.8399	"Bait"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2814"	"QG2814"	-30.6445167	153.0090333	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2820"	"QG2820"	-27.4726528	152.9897861	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2848"	"QG2848"	-27.4627778	152.9905556	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2849"	"QG2849"	-27.4627778	152.9905556	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2880"	"QG2880"	-16.8999	145.7489833	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2881"	"QG2881"	-16.8999	145.7489833	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2883"	"QG2883"	-16.9001167	145.7495833	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2884"	"QG2884"	-16.0950167	145.4665333	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2891"	"QG2891"	-16.1026	145.4467333	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2892"	"QG2892"	-16.1026	145.4467333	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2893"	"QG2893"	-16.1026	145.4467333	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2895"	"QG2895"	-16.10295	145.44645	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2902"	"QG2902"	-16.10365	145.4473167	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2903"	"QG2903"	-16.10365	145.4473167	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2906"	"QG2906"	-16.10275	145.4482833	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2908"	"QG2908"	-17.2643833	145.4884833	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2910"	"QG2910"	-17.2643833	145.4884833	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2919"	"QG2919"	-20.28785	148.7653	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2923"	"QG2923"	-20.2852667	148.7647	"Rotting_stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2925"	"QG2925"	-16.2375361	145.4287278	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2964"	"QG2964"	9.166166667	-79.84	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2966"	"QG2966"	9.166166667	-79.84	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2969"	"QG2969"	9.166416667	-79.84025	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2972"	"QG2972"	9.167433333	-79.8397	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG2996"	"QG2996"	9.163766667	-79.8440167	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3004"	"QG3004"	9.16925	-79.8380167	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3006"	"QG3006"	9.16925	-79.8380167	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3019"	"QG3019"	9.163116667	-79.8372	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3025"	"QG3025"	9.1581	-79.8474333	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3030"	"QG3030"	9.1594	-79.8478833	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3032"	"QG3032"	9.163366667	-79.8447333	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3034"	"QG3034"	9.163366667	-79.8447333	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3041"	"QG3041"	9.164216667	-79.8373667	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3053"	"QG3053"	9.16484	-79.83659	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3056"	"QG3056"	9.1674	-79.83967	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3057"	"QG3057"	9.163366667	-79.8372333	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3058"	"QG3058"	9.163116667	-79.8372	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3527"	"QG3527"	10.42623333	-84.0126	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3661"	"QG3661"	41.62083	-73.58889	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3783"	"QG3783"	10.4297	-84.00853	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3801"	"QG3801"	10.43082	-84.01138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3815"	"QG3815"	10.42361667	-84.00118611	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3816"	"QG3816"	10.43803	-84.0112	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3823"	"QG3823"	10.42540556	-84.00121667	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3825"	"QG3825"	10.43026	-84.00905	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3826"	"QG3826"	10.43018	-84.0065	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3837"	"QG3837"	10.42540556	-84.00121667	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3851"	"QG3851"	10.41900556	-84.00699722	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3861"	"QG3861"	10.42972	-84.00742	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3867"	"QG3867"	10.42361667	-84.00118611	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3874"	"QG3874"	10.44027	-84.01227	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3875"	"QG3875"	10.44027	-84.01227	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3876"	"QG3876"	10.44027	-84.01227	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3878"	"QG3878"	10.25937	-84.00514	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3920"	"QG3920"	13.225206	-59.588132	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"QG3921"	"QG3921"	13.225206	-59.588132	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
