"strain"	"isotype"	"latitude"	"longitude"	"substrate"	"abz_hta_2018_pheno"	"abz_hta_2018"	"abz_hta_2024_pheno"	"abz_hta_2024"	"abz_hta_norm_pheno"	"abz_hta_norm_res"	"abz_hta_2018_res"	"abz_hta_2024_res"	"ben-1_high_impact_SNV"	"tbb-2_high_impact_SNV"	"tbb-1_high_impact_SNV"	"mec-7_high_impact_SNV"	"tbb-4_high_impact_SNV"	"ben-1_SVs"	"ben-1_SV_ids"	"tbb-2_SVs"	"tbb-2_SV_ids"	"tbb-1_SVs"	"tbb-1_SV_ids"	"mec-7_SVs"	"mec-7_SV_ids"	"tbb-4_SVs"	"tbb-4_SV_ids"	"ben-1_var"	"tbb-2_var"	"tbb-1_var"	"mec-7_var"	"tbb-4_var"	"ben-1_exp"	"tbb-1_exp"	"tbb-2_exp"	"tbb-4_exp"	"mec-7_exp"	"low_ben1_exp"	"tbb-1_clean_call"	"tbb-2_clean_call"	"ben-1_clean_call"	"mec-7_clean_call"	"tbb-4_clean_call"
"ECA923"	"ECA923"	21.290067	-157.707918	"Fungus"	NA	FALSE	181.473042605886	TRUE	178.540150700712	TRUE	NA	TRUE	"start_lost_NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"start_lost_NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.226724	7.978143	10.23465	-0.162833016901335	2.752288	TRUE	"No variant"	"No variant"	"Start/stop altering"	"No variant"	"No variant"
"ECA928"	"ECA928"	21.290067	-157.707918	"Fungus"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	"missense_Y50C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"missense_Y50C | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"ECA930"	"ECA930"	31.778363	35.197931	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ED3005"	"ED3005"	55.94	-3.36	"Compost"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	"frameshift_57"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"frameshift_57 | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	2.919582	8.094544	9.897067	-0.150526344716441	3.189224	TRUE	"No variant"	"No variant"	"Frameshift"	"No variant"	"No variant"
"ED3011"	"ED3011"	55.92	-3.19	"Compost"	186.07999336855	TRUE	NA	FALSE	196.55666654842	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ED3012"	"ED3012"	55.92	-3.19	"Compost"	141.818430197767	TRUE	NA	FALSE	152.295103377637	TRUE	TRUE	NA	"frameshift_93"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"frameshift_93 | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	5.222988	7.531254	9.399785	0.154544909487507	3.964235	FALSE	"No variant"	"No variant"	"Frameshift"	"No variant"	"No variant"
"ED3017"	"ED3017"	55.92	-3.19	"Compost"	31.7289357892678	TRUE	-21.6117967699924	TRUE	8.83046014698564	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.171416	8.409879	10.03789	-0.614997110665029	2.602403	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ED3040"	"ED3040"	-26.166667	28.016667	"Compost"	-24.1496864961749	TRUE	NA	FALSE	-13.673013316305	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.065993	8.140886	9.979865	-0.336656228327998	2.773298	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ED3046"	"ED3046"	-33.366667	19.316667	"Compost"	22.6105610817406	TRUE	-33.253083557444	TRUE	-1.54937060050375	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ED3048"	"ED3048"	-33.366667	19.316667	"Compost"	-16.3234068416753	TRUE	-36.6505375915717	TRUE	-22.7150815792756	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.375113	8.606224	10.30701	-0.264159458133567	2.93239	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ED3049"	"ED3049"	-33.366667	19.316667	"Compost"	-11.0636537819517	TRUE	-45.7346229254205	TRUE	-24.6272477163382	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.019708	8.233487	10.06656	-0.447727263184558	2.850585	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ED3052"	"ED3052"	-33.366667	19.316667	"Compost"	-27.9294829234754	TRUE	-4.97612270787339	TRUE	-12.6809121783265	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.427045	8.174819	9.625379	0.323861184231043	3.555962	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ED3073"	"ED3073"	-1.083333	36.65	"Compost"	-13.2675338747651	TRUE	-36.343296809359	TRUE	-21.0335247047141	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.198596	8.076465	9.704063	-0.823342025340753	2.883424	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ED3077"	"ED3077"	-1.316667	36.8	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.423025	8.501921	10.05503	0.0250463743043672	2.936997	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG4347"	"EG4347"	44.04789	-123.07108	"Rotting_nut/pod/seed/fruit"	-33.0523019724714	TRUE	NA	FALSE	-22.5756287926015	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.406985	7.725042	9.861385	-0.441514517390806	3.246869	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG4349"	"EG4349"	40.771467	-111.87316	"Rotting_nut/pod/seed/fruit"	-104.824382137001	TRUE	-61.9484474095721	TRUE	-79.6145241359386	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG4724"	"EG4724"	41.6288	-8.3476	"Rotting_nut/pod/seed/fruit"	110.720350219649	TRUE	156.765013735638	TRUE	137.514572614992	TRUE	TRUE	TRUE	"missense_S145F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"missense_S145F | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.988808	7.822631	9.91824	-0.341278434091201	3.830459	FALSE	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"EG4725"	"EG4725"	41.6288	-8.3476	"Rotting_nut/pod/seed/fruit"	52.7741237099636	TRUE	NA	FALSE	63.2507968898335	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG4946"	"EG4946"	40.72596	-111.82184	"Rotting_nut/pod/seed/fruit"	172.614681826728	TRUE	NA	FALSE	183.091355006598	TRUE	TRUE	NA	"stop_gained_Q423*"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"stop_gained_Q423* | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.785015	8.26007	10.04861	-1	3.524231	FALSE	"No variant"	"No variant"	"Start/stop altering"	"No variant"	"No variant"
"GXW1"	"GXW1"	30.542889	114.419828	"Rotting_nut/pod/seed/fruit"	-9.78846286526317	TRUE	NA	FALSE	0.688210314606703	TRUE	TRUE	NA	"missense_D404N"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"missense_D404N | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.706787	8.295682	9.943582	-0.0862876074703248	2.752583	FALSE	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"JR4305"	"JR4305"	34.400556	-119.731111	"Compost"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	"frameshift_299"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"frameshift_299 | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Frameshift"	"No variant"	"No variant"
"JT11398"	"JT11398"	47.763944	-122.275484	"Compost"	-34.53098034761	TRUE	-26.8733528393119	TRUE	-26.930275956113	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.821514	7.847735	9.814243	-0.637737351810706	1.952876	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1088"	"JU1088"	34.7613	138.0149	"Soil"	86.4850411183997	TRUE	NA	FALSE	96.9617142982696	TRUE	TRUE	NA	"missense_M257I"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"missense_M257I | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.316477	8.433757	9.849108	0.271621494319272	3.040944	FALSE	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"JU1172"	"JU1172"	-36.87	-73.04	"Compost"	-53.5625516309801	TRUE	11.1816136546797	TRUE	-17.4185783508023	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.335299	8.13977	9.725534	-0.38081034911586	2.993596	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1200"	"JU1200"	55.577	-4.6	"Compost"	-34.5207329445991	TRUE	-26.1498103807724	TRUE	-26.5633810253378	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.216653	8.252606	10.15283	-0.139698889300616	2.781603	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1212"	"JU1212"	48.71	-3.81	"Rotting_flower"	NA	FALSE	-45.5961687119119	TRUE	-48.5290606170859	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.1819	8.469403	10.24362	-0.523498666198633	2.618636	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1213"	"JU1213"	48.71	-3.81	"Rotting_nut/pod/seed/fruit"	-11.4057051897668	TRUE	19.1187631292912	TRUE	7.62841960711014	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.12662	8.103396	9.919811	0.198333522136626	3.025295	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1242"	"JU1242"	49.1269	1.9595	"Mollusk"	1.62522579941221	TRUE	NA	FALSE	12.1018989792821	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.528433	7.983381	9.437042	-0.41884171062874	3.765398	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1246"	"JU1246"	49.12618	1.96152	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.979182	8.331906	10.07379	-0.505893065493824	2.689874	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1249"	"JU1249"	49.126	1.951	"Rotting_nut/pod/seed/fruit"	NA	FALSE	-33.7928007444282	TRUE	-36.7256926496022	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1395"	"JU1395"	47.2199	0.04619	"Compost"	128.87095706153	TRUE	193.833373903187	TRUE	165.124056119707	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	"Deletion"	"DEL00767521"	NA	NA	NA	NA	NA	NA	NA	NA	"NA | Deletion"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	2.616473	8.375035	10.10841	-0.428357535844943	3.701069	TRUE	"No variant"	"No variant"	"Deletion"	"No variant"	"No variant"
"JU1400"	"JU1400"	37.3845	-5.988	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1409"	"JU1409"	37.468	-5.637	"Rotting_nut/pod/seed/fruit"	-58.0735761277599	TRUE	NA	FALSE	-47.59690294789	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.320798	7.848845	9.769958	-0.234638183387632	3.276922	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1440"	"JU1440"	41.41307	2.15231	"Rotting_nut/pod/seed/fruit"	NA	FALSE	7.93383190606581	TRUE	5.00094000089181	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.19304	8.161153	10.03111	-0.278264758598604	2.773065	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1491"	"JU1491"	46.63	1.06	"Rotting_stem"	-54.1783300029332	TRUE	NA	FALSE	-43.7016568230633	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.5144	8.171829	10.00711	0.620966416691104	3.428263	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1530"	"JU1530"	48.7015	2.1725	"Rotting_nut/pod/seed/fruit"	12.7862412010089	TRUE	11.8453373040044	TRUE	16.0876798898546	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.650133	7.836291	9.650138	0.101765076860705	4.310147	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1543"	"JU1543"	48.7015	2.1725	"Rotting_nut/pod/seed/fruit"	-31.7535437593767	TRUE	-17.1338495353236	TRUE	-20.6718060100022	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.774521	8.633174	10.16871	0.272496421346303	3.582069	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1568"	"JU1568"	48.8092	2.3862	"Rotting_stem"	-83.1002866367497	TRUE	-59.0246281641358	TRUE	-67.2905667630948	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.928774	7.707801	9.657771	-0.552968958441095	2.184851	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1581"	"JU1581"	48.7015	2.1725	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.62281	7.68012	9.758569	-0.285056679933413	2.613762	TRUE	"No variant"	"No variant"	"Low ben-1 expression"	"No variant"	"No variant"
"JU1586"	"JU1586"	46.63	1.06	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.59167	8.172635	9.907777	-0.36963696118087	3.786333	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1652"	"JU1652"	-34.86	-56.19	"Compost"	-39.0572761949411	TRUE	NA	FALSE	-28.5806030150712	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.476038	7.769945	9.89274	-0.398570619141055	3.10125	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1666"	"JU1666"	48.7049	-3.7941	"Rotting_nut/pod/seed/fruit"	-21.988922217501	TRUE	-34.3528639170363	TRUE	-24.3990024299207	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.315921	8.289673	9.626306	0.190462858788278	3.395457	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1792"	"JU1792"	46.63278	1.064289	"Rotting_stem"	-19.3630917445298	TRUE	-52.650753838262	TRUE	-32.235032154048	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.57174	7.899388	9.608484	-0.0158682856353616	3.793815	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1793"	"JU1793"	49.12604	1.95114	"Rotting_stem"	-28.757352556167	TRUE	-31.0639423533603	TRUE	-26.1387568174157	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.364438	8.302737	9.853974	0.185127806461103	3.588044	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1808"	"JU1808"	48.81257	2.395372	"Mollusk"	52.3929165408454	TRUE	NA	FALSE	62.8695897207153	TRUE	TRUE	NA	"frameshift_57"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"frameshift_57 | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	2.39328	8.496569	9.928834	0.448608026146432	3.565768	TRUE	"No variant"	"No variant"	"Frameshift"	"No variant"	"No variant"
"JU1896"	"JU1896"	37.999722	23.749673	"Rotting_nut/pod/seed/fruit"	-18.403852556939	TRUE	NA	FALSE	-7.92717937706913	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.439586	8.293887	9.987855	-0.548974659652231	3.51271	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1934"	"JU1934"	49.12604	1.95114	"Rotting_stem"	-42.8711271078244	TRUE	-9.22672535929414	TRUE	-22.2770355962113	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.343048	8.079135	10.29727	-0.520437931962639	3.289964	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2001"	"JU2001"	-21.1	55.5	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.260467	8.371341	10.07074	-1	2.968187	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2007"	"JU2007"	50.7608	-1.32413	"Rotting_nut/pod/seed/fruit"	-9.91622368046841	TRUE	NA	FALSE	0.560449499401464	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.17059	8.26458	9.921971	-0.453711038765458	2.377014	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2016"	"JU2016"	37.757593	-122.463177	"Rotting_nut/pod/seed/fruit"	-16.5253148743098	TRUE	NA	FALSE	-6.04864169443993	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.249721	8.329455	10.32651	-0.154455674488121	3.019555	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2017"	"JU2017"	37.757593	-122.463177	"Rotting_stem"	31.6323426365042	TRUE	NA	FALSE	42.1090158163741	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.103692	8.02992	10.05266	-0.0403312762867224	2.539485	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2106"	"JU2106"	43.06	0.24	"Compost"	NA	FALSE	-27.3734142530546	TRUE	-30.3063061582286	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.397369	8.292803	10.18409	0.00178841177197771	3.285359	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2131"	"JU2131"	48.0497	-4.705	"Rotting_stem"	-27.6805668676092	TRUE	-20.0439960243349	TRUE	-20.0903908086241	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.310728	8.418985	9.942604	-0.217791255834121	3.668133	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2141"	"JU2141"	46.6293	1.0512	"Rotting_nut/pod/seed/fruit"	-141.370213387629	TRUE	-62.4804913606985	TRUE	-98.1534617368158	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.819674	8.411199	10.02251	0.435480503489243	3.773205	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2234"	"JU2234"	47.227	-1.583	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.887587	8.279648	10.08364	1.01203004086956	3.859135	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2250"	"JU2250"	48.285278	-1.891389	"Rotting_nut/pod/seed/fruit"	-4.15119156150559	TRUE	NA	FALSE	6.32548161836428	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.171151	7.979982	9.852765	-0.0982020058517244	3.316927	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2257"	"JU2257"	46.6	1.1	"Compost"	-43.7190603938137	TRUE	-28.5356966363153	TRUE	-32.3554878777166	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.217481	8.107679	10.14231	-0.748188246752725	2.822541	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2316"	"JU2316"	38.7175	-9.1486	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2464"	"JU2464"	-13.155	-72.525	"Rotting_nut/pod/seed/fruit"	-18.2478801086546	TRUE	-23.9621264116021	TRUE	-17.3331126227804	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.119813	8.401496	10.0112	-0.467541169363773	2.958053	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
